University,CV_team_name,link
Ataturk University,AtaUni Racing,https://tid.fsg.one/810
Istanbul Technical University,TU Istanbul Racing,https://tid.fsg.one/295
Yıldız Technical University (Istanbul),YTU Racing,https://tid.fsg.one/691
Meliksah University,Meliksah Racing,https://tid.fsg.one/736
University of Kocaeli,KouFormula,https://tid.fsg.one/1131
"National Technical University of Ukraine ""Kyiv Polytechnic Institute"" (Kiev)",Formula Student KPI,https://tid.fsg.one/682
Odessa Polytechnic National State University,Formula Student ONPU,https://tid.fsg.one/439
Khalifa University (Abu Dhabi),Omran Altunaiji,https://tid.fsg.one/674
Birla Institute of Science and Technology Pilani - Dubai,Gear Shifters,https://tid.fsg.one/702
University of Aberdeen,TAU Racing,https://tid.fsg.one/1145
University of Bath,Team Bath Racing,https://tid.fsg.one/120
Queen's University Belfast,Queen's Formula Racing,https://tid.fsg.one/162
University of Ulster (Belfast),University of Ulster,https://tid.fsg.one/67
Aston University,WRL-Combustion,https://fs-world.org/p2.php?u=179&c=1
Birmingham City University,WRL-Combustion,https://fs-world.org/p2.php?u=651&c=1
University of Birmingham,UBRacing,https://tid.fsg.one/111
University of Brighton,WRL-Combustion,https://fs-world.org/p2.php?u=1271&c=1
University of Sussex,WRL-Combustion,https://fs-world.org/p2.php?u=530&c=1
University of the West of England,UWE Formula Student,https://tid.fsg.one/1061
University of Cambridge,Full Blue Racing,https://tid.fsg.one/81
"Cardiff University, Wales",Cardiff Racing,https://tid.fsg.one/63
Coventry University,Phoenix Racing,https://tid.fsg.one/122
University of Warwick (Coventry),Warwick Racing,https://tid.fsg.one/602
University of Derby,WRL-Combustion,https://fs-world.org/p2.php?u=954&c=1
University of Dundee,Will,https://tid.fsg.one/386
Heriot-Watt University,WRL-Combustion,https://fs-world.org/p2.php?u=652&c=1
University of Edinburgh,Edinburgh University Formula Student,https://tid.fsg.one/1067
University of Exeter,WRL-Combustion,https://fs-world.org/p2.php?u=842&c=1
University of Glasgow,UGRacing,https://tid.fsg.one/1026
University of Strathclyde (Glasgow),University of Strathclyde Motorsport,https://tid.fsg.one/57
University of the West of Scotland,Bell Racing,https://tid.fsg.one/104
University Of Hertfordshire (Hatfield),University Of Hertfordshire,https://tid.fsg.one/132
University of Huddersfield,Team HARE,https://tid.fsg.one/150
University of Hull,WRL-Combustion,https://fs-world.org/p2.php?u=785&c=1
Kingston University,Kingston Racing,https://tid.fsg.one/1048
Lancaster  University,Lancaster Racing,https://tid.fsg.one/56
University of Leeds,Leeds Gryphon Racing,https://tid.fsg.one/220
De Montfort University,WRL-Combustion,https://fs-world.org/p2.php?u=955&c=1
Liverpool John Moores University,LJMU Racing Team,https://tid.fsg.one/364
University of Liverpool,University of Liverpool Motorsport,https://tid.fsg.one/389
City University London,WRL-Combustion,https://fs-world.org/p2.php?u=217&c=1
Queen Mary University of London,WRL-Combustion,https://fs-world.org/p2.php?u=1075&c=1
University College London,WRL-Combustion,https://fs-world.org/p2.php?u=470&c=1
Loughborough University,LUMotorsport,https://tid.fsg.one/58
Manchester Metropolitan University,MMU Racing,https://tid.fsg.one/469
University of Manchester,University of Manchester Formula Student,https://tid.fsg.one/763
Newcastle University,WRL-Combustion,https://fs-world.org/p2.php?u=348&c=1
University of Northampton,WRL-Combustion,https://fs-world.org/p2.php?u=901&c=1
Oxford Brookes University,Oxford Brookes Racing,https://tid.fsg.one/42
University of Portsmouth,Formula Student Portsmouth,https://tid.fsg.one/474
University of Central Lancashire,Formula UCLAN,https://tid.fsg.one/164
University of Salford,WRL-Combustion,https://fs-world.org/p2.php?u=1272&c=1
Sheffield Hallam University,WRL-Combustion,https://fs-world.org/p2.php?u=366&c=1
University of Sheffield,Sheffield Formula Racing,https://tid.fsg.one/892
University of Southampton,SUFST,https://tid.fsg.one/710
Staffordshire University,WRL-Combustion,https://fs-world.org/p2.php?u=1204&c=1
University of Sunderland,WRL-Combustion,https://fs-world.org/p2.php?u=494&c=1
Swansea University,Swansea University Race Engineering,https://tid.fsg.one/70
University of Wales Trinity Saint David,SMU Racing,https://tid.fsg.one/169
Brunel University London (Uxbridge),Brunel Racing,https://tid.fsg.one/109
University of Wolverhampton,asda,https://tid.fsg.one/985
North East Wales Institute of Higher Education,WRL-Combustion,https://fs-world.org/p2.php?u=349&c=1
The University of Akron,Zips Racing,https://tid.fsg.one/354
University of New Mexico,WRL-Combustion,https://fs-world.org/p2.php?u=431&c=1
Grand Valley State University (Allendale),WRL-Combustion,https://fs-world.org/p2.php?u=1019&c=1
Iowa State University,WRL-Combustion,https://fs-world.org/p2.php?u=263&c=1
University of Michigan - Ann Arbor (Ann Arbor),MRacing,https://tid.fsg.one/175
United States Naval Academy,WRL-Combustion,https://fs-world.org/p2.php?u=399&c=1
University of Texas at Arlington,UTA Racing,https://tid.fsg.one/622
University of Georgia (Athens),WRL-Combustion,https://fs-world.org/p2.php?u=1267&c=1
Georgia Institute of Technology,GT Motorsports,https://tid.fsg.one/1175
Auburn University,War Eagle Motorsports,https://tid.fsg.one/40
University of Texas at Austin,Longhorn Racing,https://tid.fsg.one/313
Louisiana State University,TigerRacing,https://tid.fsg.one/1160
Western Washington University,Western Washington University Formula SAE,https://tid.fsg.one/270
Lehigh University,WRL-Combustion,https://fs-world.org/p2.php?u=290&c=1
Ferris State University,WRL-Combustion,https://fs-world.org/p2.php?u=242&c=1
Binghamton University,WRL-Combustion,https://fs-world.org/p2.php?u=181&c=1
University of Alabama at Birmingham,WRL-Combustion,https://fs-world.org/p2.php?u=404&c=1
Virginia Polytechnic Institute and State University,WRL-Combustion,https://fs-world.org/p2.php?u=508&c=1
Florida Atlantic University,WRL-Combustion,https://fs-world.org/p2.php?u=243&c=1
University of Colorado at Boulder,WRL-Combustion,https://fs-world.org/p2.php?u=413&c=1
Montana State University - Bozeman,WRL-Combustion,https://fs-world.org/p2.php?u=314&c=1
South Dakota State University,WRL-Combustion,https://fs-world.org/p2.php?u=372&c=1
Polytechnic Institute of New York University,WRL-Combustion,https://fs-world.org/p2.php?u=329&c=1
State University of New York at Buffalo,WRL-Combustion,https://fs-world.org/p2.php?u=379&c=1
Southern Illinois University Carbondale,WRL-Combustion,https://fs-world.org/p2.php?u=376&c=1
Cedarville University,WRL-Combustion,https://fs-world.org/p2.php?u=195&c=1
Central Piedmont Community College,WRL-Combustion,https://fs-world.org/p2.php?u=212&c=1
University of North Carolina at Charlotte,WRL-Combustion,https://fs-world.org/p2.php?u=432&c=1
University of Illinois at Chicago,WRL-Combustion,https://fs-world.org/p2.php?u=564&c=1
"California State University, Chico",WRL-Combustion,https://fs-world.org/p2.php?u=895&c=1
University of Cincinnati,Bearcat Motorsports,https://tid.fsg.one/131
Clemson University,WRL-Combustion,https://fs-world.org/p2.php?u=219&c=1
Case Western Reserve University,WRL-Combustion,https://fs-world.org/p2.php?u=194&c=1
Cleveland State University,WRL-Combustion,https://fs-world.org/p2.php?u=220&c=1
Texas A&M University,WRL-Combustion,https://fs-world.org/p2.php?u=386&c=1
United States Air Force Academy,WRL-Combustion,https://fs-world.org/p2.php?u=402&c=1
University of Missouri,Mizzou Racing,https://tid.fsg.one/478
University of South Carolina,WRL-Combustion,https://fs-world.org/p2.php?u=491&c=1
The Ohio State University (Columbus),Formula Buckeyes,https://tid.fsg.one/332
Tennessee Technological University,WRL-Combustion,https://fs-world.org/p2.php?u=385&c=1
Oregon State University (Corvallis),Global Formula Racing (US),https://tid.fsg.one/189
Southern Methodist University (Dallas),WRL-Combustion,https://fs-world.org/p2.php?u=1021&c=1
University of Massachusetts Dartmouth,WRL-Combustion,https://fs-world.org/p2.php?u=796&c=1
University of California Davis,WRL-Combustion,https://fs-world.org/p2.php?u=412&c=1
Embry-Riddle Aeronautical University,WRL-Combustion,https://fs-world.org/p2.php?u=237&c=1
The University of Michigan-Dearborn,The University of Michigan Dearborn Formula SAE,https://tid.fsg.one/328
Northern Illinois University,WRL-Combustion,https://fs-world.org/p2.php?u=352&c=1
University of North Texas (Denton),WRL-Combustion,https://fs-world.org/p2.php?u=839&c=1
Regis University,Regis Uni FS Team,https://tid.fsg.one/756
University of Colorado Denver,WRL-Combustion,https://fs-world.org/p2.php?u=474&c=1
Wayne State University,WRL-Combustion,https://fs-world.org/p2.php?u=512&c=1
University of Minnesota Duluth,WRL-Combustion,https://fs-world.org/p2.php?u=565&c=1
Duke University,WRL-Combustion,https://fs-world.org/p2.php?u=235&c=1
University of New Hampshire,WRL-Combustion,https://fs-world.org/p2.php?u=430&c=1
Michigan State University (East Lansing),Michigan State University Formula Racing Team,https://tid.fsg.one/171
Lafayette College,WRL-Combustion,https://fs-world.org/p2.php?u=285&c=1
Southern Illinois University Edwardsville,WRL-Combustion,https://fs-world.org/p2.php?u=375&c=1
Northwestern University,WRL-Combustion,https://fs-world.org/p2.php?u=361&c=1
University of Evansville,WRL-Combustion,https://fs-world.org/p2.php?u=415&c=1
North Dakota State University,WRL-Combustion,https://fs-world.org/p2.php?u=360&c=1
Kettering University,WRL-Combustion,https://fs-world.org/p2.php?u=250&c=1
Colorado State University,WRL-Combustion,https://fs-world.org/p2.php?u=224&c=1
"California State University, Fresno",WRL-Combustion,https://fs-world.org/p2.php?u=188&c=1
"California State University, Fullerton",Titan Racing Formula,https://tid.fsg.one/1180
University of Florida,GatorMotorsports,https://tid.fsg.one/1197
University of North Dakota,WRL-Combustion,https://fs-world.org/p2.php?u=433&c=1
Colorado Mesa University (Grand Junction),WRL-Combustion,https://fs-world.org/p2.php?u=949&c=1
North Carolina Agricultural and Technical State University,WRL-Combustion,https://fs-world.org/p2.php?u=358&c=1
Purdue University - Calumet (Hammond),WRL-Combustion,https://fs-world.org/p2.php?u=1015&c=1
Dartmouth College,WRL-Combustion,https://fs-world.org/p2.php?u=232&c=1
Stevens Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=378&c=1
Hope College,WRL-Combustion,https://fs-world.org/p2.php?u=655&c=1
University of Hawaii at Manoa,WRL-Combustion,https://fs-world.org/p2.php?u=419&c=1
Michigan Technological University,WRL-Combustion,https://fs-world.org/p2.php?u=307&c=1
University of Houston,WRL-Combustion,https://fs-world.org/p2.php?u=420&c=1
Alabama A&M University,WRL-Combustion,https://fs-world.org/p2.php?u=1200&c=1
University of Alabama in Huntsville,WRL-Combustion,https://fs-world.org/p2.php?u=471&c=1
University of Iowa,WRL-Combustion,https://fs-world.org/p2.php?u=478&c=1
Cornell University (Ithaca),Cornell University,https://tid.fsg.one/294
University of North Florida,WRL-Combustion,https://fs-world.org/p2.php?u=782&c=1
Western Michigan University,WRL-Combustion,https://fs-world.org/p2.php?u=514&c=1
Kennesaw State University,WRL-Combustion,https://fs-world.org/p2.php?u=374&c=1
Oregon Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=320&c=1
Pellissippi State Community College (Knoxville),WRL-Combustion,https://fs-world.org/p2.php?u=1227&c=1
University of California San Diego,WRL-Combustion,https://fs-world.org/p2.php?u=411&c=1
University of Louisiana at Lafayette,WRL-Combustion,https://fs-world.org/p2.php?u=481&c=1
University of Wyoming,WRL-Combustion,https://fs-world.org/p2.php?u=502&c=1
University of Kansas (Lawrence),Jayhawk Motorsports,https://tid.fsg.one/106
University of Kentucky,WRL-Combustion,https://fs-world.org/p2.php?u=479&c=1
University of Nebraska–Lincoln,WRL-Combustion,https://fs-world.org/p2.php?u=794&c=1
"California State University, Long Beach",WRL-Combustion,https://fs-world.org/p2.php?u=189&c=1
LeTourneau University,WRL-Combustion,https://fs-world.org/p2.php?u=291&c=1
"California State University, Los Angeles",WRL-Combustion,https://fs-world.org/p2.php?u=718&c=1
Loyola Marymount University,WRL-Combustion,https://fs-world.org/p2.php?u=295&c=1
"University of California, Los Angeles",WRL-Combustion,https://fs-world.org/p2.php?u=896&c=1
University of Southern California,WRL-Combustion,https://fs-world.org/p2.php?u=441&c=1
University of Louisville,WRL-Combustion,https://fs-world.org/p2.php?u=423&c=1
University of Massachusetts Lowell,WRL-Combustion,https://fs-world.org/p2.php?u=426&c=1
Texas Tech University,WRL-Combustion,https://fs-world.org/p2.php?u=387&c=1
University of Wisconsin-Madison,University of Wisconsin-Madison Formula SAE,https://tid.fsg.one/91
Kansas State University,WRL-Combustion,https://fs-world.org/p2.php?u=267&c=1
"Minnesota State University, Mankato",MNSU Motorsports,https://tid.fsg.one/1199
Florida Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=244&c=1
Florida International University,WRL-Combustion,https://fs-world.org/p2.php?u=245&c=1
Penn State Harrisburg (Middletown),WRL-Combustion,https://fs-world.org/p2.php?u=1066&c=1
Marquette University,WRL-Combustion,https://fs-world.org/p2.php?u=298&c=1
Milwaukee School of Engineering,WRL-Combustion,https://fs-world.org/p2.php?u=309&c=1
University of Minnesota Twin Cities,WRL-Combustion,https://fs-world.org/p2.php?u=428&c=1
Mississippi State University,WRL-Combustion,https://fs-world.org/p2.php?u=311&c=1
Spring Hill College,SpringHill FS,https://tid.fsg.one/755
Monroe County Community College,WRL-Combustion,https://fs-world.org/p2.php?u=313&c=1
West Virginia University,WRL-Combustion,https://fs-world.org/p2.php?u=513&c=1
University of Idaho,WRL-Combustion,https://fs-world.org/p2.php?u=421&c=1
Central Michigan University (Mt Pleasant),WRL-Combustion,https://fs-world.org/p2.php?u=948&c=1
Middle Tennessee State University,WRL-Combustion,https://fs-world.org/p2.php?u=308&c=1
Vanderbilt University,WRL-Combustion,https://fs-world.org/p2.php?u=506&c=1
City College of The City University of New York,WRL-Combustion,https://fs-world.org/p2.php?u=216&c=1
Columbia University,WRL-Combustion,https://fs-world.org/p2.php?u=225&c=1
Cooper Union,WRL-Combustion,https://fs-world.org/p2.php?u=227&c=1
Vaughn College of Aeronautics and Technology (New York City),WRL-Combustion,https://fs-world.org/p2.php?u=1229&c=1
New Jersey Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=347&c=1
"Rutgers, The State University of New Jersey",WRL-Combustion,https://fs-world.org/p2.php?u=337&c=1
University of Delaware,WRL-Combustion,https://fs-world.org/p2.php?u=414&c=1
Old Dominion University,WRL-Combustion,https://fs-world.org/p2.php?u=319&c=1
University of Oklahoma (Norman),Sooner Racing Team,https://tid.fsg.one/231
"California State University, Northridge",Matador Motorsports,https://tid.fsg.one/887
Utah Valley University,UVU Racing,https://tid.fsg.one/665
University of Central Florida,Knight's Racing,https://tid.fsg.one/39
University of Maine,WRL-Combustion,https://fs-world.org/p2.php?u=783&c=1
Miami University,WRL-Combustion,https://fs-world.org/p2.php?u=356&c=1
Bradley University,WRL-Combustion,https://fs-world.org/p2.php?u=183&c=1
Drexel University,Drexel Racing,https://tid.fsg.one/92
Philadelphia University,WRL-Combustion,https://fs-world.org/p2.php?u=898&c=1
Temple University,WRL-Combustion,https://fs-world.org/p2.php?u=384&c=1
Grand Canyon University (Phoenix),WRL-Combustion,https://fs-world.org/p2.php?u=1268&c=1
Pittsburg State University,WRL-Combustion,https://fs-world.org/p2.php?u=328&c=1
University of Pittsburgh,Panther Racing,https://tid.fsg.one/671
University of Wisconsin-Platteville,Pioneer Racing,https://tid.fsg.one/1221
"California State Polytechnic University, Pomona",Cal Poly Pomona Formula SAE,https://tid.fsg.one/197
Portland State University,WRL-Combustion,https://fs-world.org/p2.php?u=331&c=1
University of Portland,WRL-Combustion,https://fs-world.org/p2.php?u=488&c=1
Clarkson University,WRL-Combustion,https://fs-world.org/p2.php?u=218&c=1
Brown University,WRL-Combustion,https://fs-world.org/p2.php?u=185&c=1
Brigham Young University,WRL-Combustion,https://fs-world.org/p2.php?u=184&c=1
Washington State University,WRL-Combustion,https://fs-world.org/p2.php?u=510&c=1
North Carolina State University,WRL-Combustion,https://fs-world.org/p2.php?u=359&c=1
South Dakota School of Mines and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=371&c=1
The University of Texas at Dallas,WRL-Combustion,https://fs-world.org/p2.php?u=1201&c=1
Virginia Commonwealth University (Richmond),WRL-Combustion,https://fs-world.org/p2.php?u=1266&c=1
California Baptist University (Riverside),WRL-Combustion,https://fs-world.org/p2.php?u=1072&c=1
"University of California, Riverside",WRL-Combustion,https://fs-world.org/p2.php?u=572&c=1
Oakland University (Rochester),Oakland University Formula SAE,https://tid.fsg.one/981
Rochester Institute of Technology,Rochester Institute of Technology,https://tid.fsg.one/105
Missouri University of Science and Technology,Missouri Science and Technology Racing,https://tid.fsg.one/462
"California State University, Sacramento",WRL-Combustion,https://fs-world.org/p2.php?u=191&c=1
Saginaw Valley State University,WRL-Combustion,https://fs-world.org/p2.php?u=340&c=1
University of St. Thomas,WRL-Combustion,https://fs-world.org/p2.php?u=781&c=1
University of Utah,WRL-Combustion,https://fs-world.org/p2.php?u=499&c=1
University of Texas at San Antonio,WRL-Combustion,https://fs-world.org/p2.php?u=444&c=1
San Diego State University,WRL-Combustion,https://fs-world.org/p2.php?u=342&c=1
San José State University,Spartan Racing,https://tid.fsg.one/697
Texas State University,WRL-Combustion,https://fs-world.org/p2.php?u=1067&c=1
Saint Louis University,WRL-Combustion,https://fs-world.org/p2.php?u=326&c=1
University of California Santa Barbara,WRL-Combustion,https://fs-world.org/p2.php?u=473&c=1
Santa Clara University,WRL-Combustion,https://fs-world.org/p2.php?u=363&c=1
Union College,WRL-Combustion,https://fs-world.org/p2.php?u=401&c=1
University of Washington (Seattle),UWashington Formula Motorsports,https://tid.fsg.one/415
Lawrence Technological University,Blue Devil Motorsports,https://tid.fsg.one/319
St. Cloud State University,WRL-Combustion,https://fs-world.org/p2.php?u=377&c=1
Washington University in St. Louis,WRL-Combustion,https://fs-world.org/p2.php?u=511&c=1
Georgia Southern University,WRL-Combustion,https://fs-world.org/p2.php?u=248&c=1
Oklahoma State University - Stillwater,WRL-Combustion,https://fs-world.org/p2.php?u=318&c=1
University of Connecticut,WRL-Combustion,https://fs-world.org/p2.php?u=475&c=1
Syracuse University,WRL-Combustion,https://fs-world.org/p2.php?u=381&c=1
FAMU-FSU College of Engineering,WRL-Combustion,https://fs-world.org/p2.php?u=240&c=1
University of South Florida,University of South Florida,https://tid.fsg.one/522
Arizona State University,WRL-Combustion,https://fs-world.org/p2.php?u=178&c=1
Rose-Hulman Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=338&c=1
Nicholls State University,WRL-Combustion,https://fs-world.org/p2.php?u=350&c=1
University of Toledo,WRL-Combustion,https://fs-world.org/p2.php?u=445&c=1
Hudson Valley Community College,Loki Motorsports,https://tid.fsg.one/288
Rensselaer Polytechnic Institute,WRL-Combustion,https://fs-world.org/p2.php?u=335&c=1
University of Arizona,WRL-Combustion,https://fs-world.org/p2.php?u=407&c=1
University of Alabama,WRL-Combustion,https://fs-world.org/p2.php?u=405&c=1
Pennsylvania State University,Penn State Formula Racing,https://tid.fsg.one/991
University of Illinois at Urbana-Champaign,Illini Motorsport,https://tid.fsg.one/310
Villanova University,WRL-Combustion,https://fs-world.org/p2.php?u=563&c=1
University of Hartford,WRL-Combustion,https://fs-world.org/p2.php?u=418&c=1
Purdue University - West Lafayette,Purdue FSAE,https://tid.fsg.one/567
Wichita State University,WRL-Combustion,https://fs-world.org/p2.php?u=516&c=1
Worcester Polytechnic Institute,WRL-Combustion,https://fs-world.org/p2.php?u=517&c=1
York College of Pennsylvania,WRL-Combustion,https://fs-world.org/p2.php?u=520&c=1
Universidad Nacional Experimental Politécnica,WRL-Combustion,https://fs-world.org/p2.php?u=458&c=1
Universidad Simón Bolívar,F-SAE USB,https://tid.fsg.one/192
Universidad Católica Andrés Bello,WRL-Combustion,https://fs-world.org/p2.php?u=455&c=1
Universidad Central de Venezuela,WRL-Combustion,https://fs-world.org/p2.php?u=456&c=1
Universidad Metropolitana,WRL-Combustion,https://fs-world.org/p2.php?u=451&c=1
Universidad de Oriente Venezuela,WRL-Combustion,https://fs-world.org/p2.php?u=450&c=1
Universidad del Zulia,Formula SAE-LUZ,https://tid.fsg.one/165
